id,Sex,Length,Diameter,Height,Weight,Shucked Weight,Viscera Weight,Shell Weight,Age
137898,F,1.725,1.35,0.4875,46.42230625,22.80717275,11.5382465,13.60776,11.0
137899,I,1.0875,0.875,0.275,12.190285,5.1879585,2.76407625,3.685435,9.0
137900,M,0.5125,0.35,0.1375,0.9922325,0.41106775,0.226796,0.396893,5.0
137901,I,0.725,0.5,0.1875,3.67126025,1.54504775,0.75126175,0.9922325,6.0
137902,I,1.2125,0.9125,0.3,13.664459,5.953395,2.70737725,3.8271825,8.0
137903,I,1.4125,1.125,0.375,24.7491135,10.44679075,5.3013565,7.37087,9.0
137904,F,1.3375,1.0,0.375,20.41164,8.6465975,4.5642695,6.23689,9.0
137905,F,1.1875,0.95,0.35,16.42853525,6.747181,3.55786225,4.9611625,10.0
137906,I,1.4375,1.1125,0.375,24.84833675,10.41844125,5.0745605,7.654365,9.0
137907,I,0.7,0.4625,0.175,2.0128145,0.737087,0.510291,0.7087375,5.0
137908,F,1.7375,1.375,0.4875,51.95045875,19.9863975,11.5382465,14.9827108,16.0
137909,F,1.3625,1.075,0.3625,23.94115275,11.38232425,4.91863825,6.3786375,9.0
137910,F,1.3125,1.025,0.3375,21.9708625,8.88756825,4.32329875,5.2446575,9.0
137911,M,1.3625,1.0625,0.375,24.73493875,11.12717875,5.8116475,6.16601625,10.0
137912,F,1.3875,1.1,0.4125,24.47979325,8.9300925,4.479221,8.50485,11.0
137913,M,1.375,1.0125,0.35,21.829115,9.63883,4.83358975,7.2291225,8.0
137914,M,1.1875,0.9,0.35,14.628342,5.71242425,3.742134,5.386405,10.0
137915,I,0.8875,0.6875,0.2125,5.9250455,2.14038725,1.26155275,1.984465,6.0
137916,F,1.425,1.125,0.375,26.535132,10.36174225,4.97533725,7.93786,11.0
137917,I,0.5875,0.45,0.1375,1.82854275,0.60951425,0.2551455,0.56699,3.0
137918,F,1.6,1.25,0.4375,35.25260325,13.11164375,7.98038425,10.489315,11.0
137919,F,1.25,0.9375,0.3,17.916884,8.2497045,3.75630875,4.9611625,8.0
137920,M,1.6125,1.3125,0.475,40.029494,16.44271,8.674947,11.509897,13.0
137921,M,1.6375,1.275,0.475,40.78075575,17.1514475,9.015141,12.0485375,11.0
137922,I,1.1875,0.9375,0.275,13.33843975,5.1312595,3.118445,4.1106775,8.0
137923,F,1.575,1.2,0.425,36.61337925,12.0485375,4.7343665,9.4970825,19.0
137924,F,1.5875,1.25,0.475,37.23706825,13.2392165,7.15824875,10.035723,16.0
137925,M,1.5375,1.2,0.375,28.98736375,12.68640125,5.8683465,10.20582,15.0
137926,I,0.8125,0.6,0.2125,4.819415,2.154562,1.00640725,1.417475,7.0
137927,F,1.3125,1.0625,0.3375,22.5378525,8.1930055,4.80524025,6.973977,12.0
137928,I,1.125,0.8375,0.35,12.68640125,5.37223025,2.93417325,3.40194,7.0
137929,M,1.425,1.125,0.45,26.32251075,10.47514025,5.2446575,7.2291225,10.0
137930,I,1.1625,0.8875,0.3,16.386011,6.2085405,3.8838815,5.216308,11.0
137931,I,1.0625,0.8375,0.2625,10.47514025,4.29494925,2.4097075,2.28213475,8.0
137932,I,0.6875,0.4875,0.15,2.438057,1.13398,0.5953395,0.7087375,5.0
137933,I,1.3125,1.0,0.3625,19.17843675,8.60407325,4.479221,4.6776675,8.0
137934,F,1.5125,1.1875,0.375,31.6096925,15.0535845,7.24329725,7.7961125,9.0
137935,I,1.55,1.2125,0.425,31.581343,13.50853675,6.27941425,9.922325,9.0
137936,F,1.4625,1.1875,0.4,30.71668325,13.96212875,6.2652395,9.4970825,10.0
137937,I,1.0625,0.825,0.25,10.2908685,5.71242425,2.19708625,2.9199985,7.0
137938,I,1.3125,1.025,0.35,21.21960075,10.6310625,4.422522,6.9456275,11.0
137939,I,1.0625,0.775,0.25,10.035723,4.97533725,2.5231055,3.40194,7.0
137940,I,1.25,0.975,0.275,12.5021295,4.89028875,2.2963095,4.63514325,8.0
137941,F,1.6625,1.325,0.4625,44.338618,19.220961,8.43397625,12.757275,13.0
137942,I,1.25,1.0,0.375,19.97222275,9.808927,3.86970675,5.2446575,8.0
137943,I,0.75,0.55,0.1375,3.231843,1.2190285,0.77961125,0.9922325,6.0
137944,I,1.25,0.975,0.3375,16.896302,8.77417025,3.55786225,4.252425,8.0
137945,M,1.5125,1.2,0.4,36.457457,14.47241975,7.64019025,9.922325,16.0
137946,I,0.4375,0.275,0.1,0.8221355,0.18427175,0.15592225,0.1417475,5.0
137947,M,1.475,1.15,0.3625,26.308336,12.03436275,5.556502,6.6621325,10.0
137948,F,1.675,1.3625,0.4375,45.88366575,19.60367925,10.92873225,11.623295,11.0
137949,M,0.925,0.6875,0.25,7.93786,3.27436725,1.77184375,1.984465,6.0
137950,M,1.4875,1.1875,0.4,31.79396425,15.4504775,7.3992195,7.1724235,8.0
137951,F,1.5,1.1875,0.4125,31.31202275,13.48018725,7.07320025,9.02931575,10.0
137952,M,1.4875,1.1875,0.3875,31.6096925,14.47241975,7.711064,7.5126175,10.0
137953,I,1.2375,0.9375,0.3125,15.762322,6.76135575,3.04757125,4.37999775,9.0
137954,I,1.5375,1.175,0.425,34.68561325,13.93377925,6.64795775,11.90679,17.0
137955,F,1.6125,1.3,0.475,38.11590275,15.1669825,10.20582,11.0846545,13.0
137956,F,1.6125,1.25,0.4,38.03085425,16.25843825,8.17883075,11.056305,10.0
137957,F,1.5625,1.2375,0.425,31.127751,15.762322,6.36446275,8.03708325,8.0
137958,F,1.3,1.0,0.35,16.9246515,7.654365,4.57844425,4.9611625,9.0
137959,F,1.4625,1.1625,0.375,27.499015,11.169703,6.22271525,7.2291225,11.0
137960,M,1.525,1.2125,0.3875,34.9549335,17.0097,7.314171,7.767763,8.0
137961,M,1.3125,1.025,0.3625,18.01610725,9.6671795,4.63514325,5.953395,8.0
137962,I,1.175,0.875,0.325,13.04077,5.51397775,3.10427025,3.5436875,6.0
137963,M,1.3125,1.0,0.325,18.71067,7.3992195,5.216308,4.9611625,10.0
137964,I,0.3875,0.2875,0.0875,0.5953395,0.18427175,0.09922325,0.1417475,4.0
137965,M,0.675,0.4875,0.1625,2.721552,1.0489315,0.63786375,0.850485,9.0
137966,M,1.175,0.9125,0.3,12.6155275,4.83358975,2.891649,4.3941725,10.0
137967,F,1.6125,1.2625,0.45,41.23434775,14.16057525,10.1207715,10.81533425,16.0
137968,I,1.4,1.1375,0.425,25.287754,10.3475675,5.96756975,8.221355,11.0
137969,M,1.4125,1.0875,0.35,23.0481435,10.432616,5.76912325,6.87475375,10.0
137970,F,1.425,1.0875,0.3875,26.43590875,11.49572225,6.59125875,7.087375,9.0
137971,F,1.325,1.0,0.325,19.447757,9.05766525,4.252425,5.10291,8.0
137972,M,1.525,1.1375,0.3625,27.99513125,14.13222575,6.2652395,7.087375,10.0
137973,F,1.45,1.15,0.3125,26.988724,10.6310625,6.44951125,7.2291225,13.0
137974,F,1.5625,1.275,0.375,34.5013415,16.726205,7.3425205,8.9300925,11.0
137975,I,0.8125,0.6125,0.2125,5.59902625,2.721552,1.304077,1.530873,6.0
137976,I,1.15,0.8625,0.275,11.89261525,5.74077375,2.50893075,3.118445,7.0
137977,F,1.5375,1.1375,0.4125,30.40483875,13.70698325,7.767763,8.221355,10.0
137978,M,1.3125,1.0,0.375,22.72212425,9.8372765,4.72019175,6.23689,12.0
137979,I,1.4,1.125,0.3375,26.09571475,11.49572225,5.96756975,7.1724235,10.0
137980,F,1.425,1.1875,0.4125,32.13415825,15.1669825,6.08096775,8.221355,10.0
137981,I,0.7,0.575,0.1625,4.2807745,1.2757275,0.623689,0.850485,5.0
137982,F,1.5,1.1875,0.4,27.76833525,12.94154675,7.41339425,7.7961125,9.0
137983,F,1.625,1.2875,0.3875,39.859397,17.73261225,8.8166945,9.2135875,10.0
137984,I,0.9375,0.725,0.2375,8.5331995,3.96893,1.8994165,2.26796,7.0
137985,F,1.4875,1.2125,0.3875,31.95629375,13.96212875,6.90310325,9.355335,11.0
137986,M,1.6,1.3,0.4875,45.3592,18.5122235,8.83086925,13.324265,14.0
137987,I,1.4375,1.075,0.375,22.75047375,9.2702865,4.63514325,7.087375,9.0
137988,F,1.75,1.3875,0.5,51.24172125,18.52639825,11.566596,17.57669,14.0
137989,I,0.9625,0.7,0.2,7.1157245,3.061746,1.68679525,1.984465,7.0
137990,F,1.6375,1.225,0.425,40.92250325,18.2287285,8.8166945,11.4815475,10.0
137991,M,1.275,1.0,0.3125,16.9246515,6.90310325,3.35941575,4.9611625,8.0
137992,I,1.2625,1.0,0.3,17.4349425,8.68912175,3.86970675,5.10291,8.0
137993,I,0.9375,0.6875,0.2375,6.80388,2.56562975,1.45999925,2.26796,7.0
137994,M,1.375,1.125,0.375,27.68328675,14.18892475,5.556502,7.824462,10.0
137995,F,1.25,0.95,0.325,18.5689225,7.15824875,5.2446575,5.2446575,9.0
137996,M,1.5375,1.2375,0.4,34.0194,14.81261375,8.20718025,8.3631025,10.0
137997,F,1.325,0.95,0.325,18.540573,8.32057825,4.89028875,4.53592,9.0
137998,M,1.4375,1.1,0.3625,31.014353,11.679994,7.4559185,10.0640725,16.0
137999,M,1.55,1.225,0.425,31.22697425,11.12717875,7.257472,10.20582,11.0
138000,I,0.775,0.5875,0.225,3.6003865,1.360776,0.907184,1.417475,7.0
138001,M,1.7125,1.375,0.4375,55.46579675,21.829115,10.2908685,13.36678925,11.0
138002,I,1.1,0.8625,0.2875,11.80756675,4.69184225,2.36718325,3.2601925,7.0
138003,F,1.5125,1.1875,0.4,31.31202275,14.92601175,6.22271525,8.6465975,8.0
138004,I,1.0875,0.8375,0.275,11.2547515,5.71242425,2.36718325,3.5436875,7.0
138005,F,1.1875,0.9375,0.3125,14.004653,6.25106475,3.231843,5.10291,12.0
138006,M,1.425,1.125,0.375,27.79668475,13.08329425,5.7549485,7.2291225,10.0
138007,I,0.6875,0.5,0.1875,2.721552,1.0489315,0.66621325,0.850485,6.0
138008,F,0.925,0.6875,0.225,6.59125875,2.6365035,1.587572,2.1262125,10.0
138009,M,1.65,1.4875,0.475,44.04094825,19.83047525,10.67358675,11.623295,10.0
138010,F,1.2875,1.0,0.35,19.504456,8.3064035,3.72795925,5.6699,11.0
138011,I,1.125,0.875,0.3,11.9351395,5.6699,2.33883375,3.8271825,7.0
138012,F,1.6875,1.3125,0.525,47.58463575,16.51358375,10.95708175,11.90679,13.0
138013,F,1.4,1.1,0.4125,27.71163625,11.509897,4.649318,9.0434905,12.0
138014,I,1.1,0.85,0.3,12.37455675,5.329706,2.4664065,3.5436875,8.0
138015,I,1.0,0.8125,0.2875,9.19941275,3.855532,1.82854275,2.6932025,6.0
138016,M,1.5,1.175,0.425,38.03085425,16.48523425,8.57572375,9.922325,12.0
138017,F,1.5125,1.1875,0.375,29.199985,12.417081,6.80388,9.36950975,11.0
138018,I,1.4875,1.2,0.4125,37.23706825,14.84096325,9.015141,14.0330025,13.0
138019,F,1.65,1.25,0.525,40.78075575,18.5689225,8.9300925,10.8011595,9.0
138020,I,0.6625,0.525,0.1625,2.8066005,1.28990225,0.623689,0.850485,5.0
138021,I,1.2875,1.0,0.3125,16.76872925,6.860579,3.8838815,5.2446575,9.0
138022,F,1.4125,1.1125,0.4,25.41532675,11.43902325,6.16601625,6.7188315,9.0
138023,M,1.4,1.125,0.475,31.638042,10.47514025,6.917278,9.7805775,17.0
138024,M,1.75,1.35,0.475,49.32813,21.262125,10.44679075,11.24057675,11.0
138025,M,1.1875,0.875,0.3375,18.200379,8.334753,3.6570855,4.9611625,8.0
138026,M,1.5625,1.3125,0.4125,35.6920205,12.71475075,8.51902475,10.489315,17.0
138027,I,1.0625,0.8625,0.2625,9.99319875,3.21766825,1.82854275,3.685435,7.0
138028,F,1.2625,1.0,0.2875,18.86659225,7.55514175,4.025629,6.23689,12.0
138029,M,1.6,1.3,0.4375,33.849303,14.911837,7.52679225,8.9300925,11.0
138030,I,1.45,1.125,0.4,22.09338825,10.149121,4.706017,6.90310325,8.0
138031,F,1.5875,1.275,0.3875,37.1094955,17.8885345,9.979024,9.07184,12.0
138032,F,1.2375,0.9625,0.4125,21.21960075,7.484268,4.43669675,8.0796075,10.0
138033,F,1.775,1.4125,0.5,52.7017205,19.66037825,12.47378,19.4194075,16.0
138034,F,1.4,1.0625,0.4125,24.67823975,9.70970375,4.40834725,7.087375,8.0
138035,I,1.125,0.8375,0.25,11.15552825,5.0745605,2.05533875,3.118445,7.0
138036,I,1.1875,0.9125,0.3125,16.85377775,7.98038425,3.061746,4.43669675,8.0
138037,F,1.6625,1.3375,0.475,40.9083285,17.78931125,9.979024,11.056305,11.0
138038,I,1.1125,0.8375,0.275,10.7444605,5.386405,2.31048425,2.83495,7.0
138039,F,1.575,1.2,0.4125,32.41765325,13.42348825,6.80388,10.092422,10.0
138040,M,1.4625,1.125,0.4,30.4190135,14.89766225,6.2652395,9.07184,11.0
138041,M,1.575,1.2125,0.5,38.90968875,18.9091165,8.37727725,10.77281,10.0
138042,M,1.6125,1.2,0.4125,39.349106,13.19669225,7.41339425,11.90679,15.0
138043,I,1.3,1.0,0.375,23.09066775,11.6516445,4.89028875,5.5281525,11.0
138044,M,1.5,1.1625,0.375,28.5479465,15.37960375,5.499803,6.9456275,9.0
138045,F,1.4,1.0875,0.3375,24.73493875,9.48290775,4.97533725,8.0796075,9.0
138046,I,0.7875,0.575,0.2375,3.6003865,1.1056305,1.23320325,1.13398,5.0
138047,F,1.6375,1.325,0.475,43.70075425,15.0535845,9.53960675,11.4815475,19.0
138048,I,1.2625,0.9875,0.35,17.4349425,7.04485075,3.98310475,4.7343665,8.0
138049,I,1.325,1.025,0.325,17.8885345,8.1363065,3.1467945,5.51397775,8.0
138050,I,1.0375,0.775,0.275,8.9300925,3.912231,1.6159215,2.83495,7.0
138051,I,0.85,0.65,0.225,5.06038575,2.0128145,1.0489315,1.65844575,8.0
138052,F,1.2125,0.975,0.325,17.0380495,7.44174375,5.71242425,4.3941725,8.0
138053,I,1.2875,1.0125,0.3125,17.690088,8.60407325,4.0539785,5.08873525,8.0
138054,F,1.2125,0.9125,0.3125,16.31513725,6.973977,3.685435,4.9611625,8.0
138055,F,1.3875,1.1,0.35,24.13959925,11.8784405,5.00368675,6.3786375,8.0
138056,M,1.3875,1.1125,0.3625,24.9192105,9.48290775,5.76912325,7.087375,10.0
138057,M,1.2625,0.975,0.3,18.01610725,8.618248,4.4508715,5.2446575,12.0
138058,I,0.5875,0.4375,0.15,1.814368,0.60951425,0.32601925,0.56699,5.0
138059,I,1.0875,0.8625,0.2875,11.35397475,4.29494925,2.33883375,3.3735905,15.0
138060,M,1.55,1.225,0.3875,35.50774875,15.77649675,7.01650125,9.19941275,12.0
138061,F,1.35,1.025,0.35,20.184844,6.9456275,4.23825025,6.0951425,11.0
138062,M,1.125,0.8375,0.2875,13.437663,4.8477645,3.061746,3.9405805,11.0
138063,F,1.775,1.35,0.4625,48.94541175,23.71435675,10.70193625,12.8990225,9.0
138064,I,1.225,0.9,0.3125,15.37960375,7.0590255,3.58621175,3.8271825,8.0
138065,F,1.45,1.1125,0.375,20.41164,8.60407325,4.422522,6.16601625,10.0
138066,I,1.375,1.05,0.3375,22.29688175,10.149121,4.422522,5.8116475,9.0
138067,I,1.3625,1.0625,0.375,22.169309,9.39785925,4.6209685,5.8116475,7.0
138068,M,1.675,1.3125,0.4875,47.4854125,19.6462035,10.4609655,11.623295,11.0
138069,I,0.6,0.4375,0.1375,1.0489315,0.66621325,0.3685435,0.510291,5.0
138070,I,1.1625,0.8875,0.275,10.035723,4.762716,2.45223175,3.5436875,8.0
138071,M,1.575,1.25,0.3875,38.88133925,18.6256215,8.43397625,9.2135875,10.0
138072,M,1.3125,1.0,0.35,18.540573,7.994559,3.92640575,4.819415,9.0
138073,F,1.3125,1.0,0.35,20.05727125,8.448151,4.706017,5.10291,9.0
138074,I,1.075,0.8125,0.25,10.41844125,4.932813,2.05533875,2.9766975,8.0
138075,I,1.3,0.9875,0.3125,18.1153305,7.98038425,4.23825025,4.6776675,8.0
138076,I,1.1875,0.9,0.275,14.50076925,6.13766675,2.721552,4.5642695,8.0
138077,M,1.275,1.0125,0.35,17.2081465,6.5487345,4.52174525,5.10291,13.0
138078,I,1.2875,1.0125,0.3,18.313777,8.334753,3.96893,4.819415,8.0
138079,M,1.4375,1.15,0.3625,26.35086025,11.9918385,6.010094,7.5126175,8.0
138080,F,1.6,1.25,0.4875,39.76017375,16.54193325,8.561549,11.3681495,13.0
138081,I,0.6625,0.5375,0.1625,2.721552,1.1623295,0.7654365,0.850485,9.0
138082,I,1.2625,0.975,0.375,18.24290325,7.35669525,4.4508715,5.2446575,11.0
138083,M,1.4,1.1,0.4375,32.375129,10.9712565,6.64795775,11.623295,19.0
138084,M,1.5625,1.2125,0.3625,34.5580405,18.01610725,7.41339425,7.5126175,9.0
138085,M,1.2625,1.0375,0.4,20.21688025,7.2291225,4.9044635,6.9456275,15.0
138086,F,1.5875,1.3125,0.475,32.4601775,13.5227115,6.690482,11.623295,21.0
138087,F,1.6875,1.2875,0.425,45.68521925,20.751834,9.015141,11.1980525,10.0
138088,M,1.2625,1.025,0.35,19.97222275,5.5281525,4.1106775,4.7910655,14.0
138089,M,1.65,1.2875,0.475,40.78075575,22.5945515,8.71747125,11.4815475,12.0
138090,I,0.6375,0.45,0.1625,2.31048425,0.793786,0.56699,0.7654365,4.0
138091,F,1.5375,1.1875,0.4625,31.6096925,12.82814875,6.463686,10.0640725,16.0
138092,I,1.025,0.7875,0.2625,10.58853825,4.9044635,2.14038725,3.118445,8.0
138093,M,1.625,1.2625,0.475,36.117263,16.726205,8.448151,10.20582,13.0
138094,I,1.35,1.05,0.3625,24.76328825,13.08329425,4.60679375,5.443104,10.0
138095,M,1.6125,1.275,0.4625,39.405805,20.68096025,8.6465975,9.7805775,12.0
138096,I,1.4125,1.0625,0.35,21.21960075,9.31281075,4.649318,6.0951425,9.0
138097,I,0.9,0.6625,0.225,5.82582225,2.211261,1.6726205,1.984465,9.0
138098,M,1.35,1.0875,0.4125,22.66542525,8.49067525,5.88252125,6.9456275,10.0
138099,I,1.15,0.9125,0.3125,14.75591475,7.257472,2.48058125,4.3941725,8.0
138100,F,1.7,1.3,0.4125,51.7378375,22.5945515,11.35397475,12.190285,11.0
138101,F,1.475,1.1625,0.4625,30.107169,13.6361095,4.932813,8.1363065,10.0
138102,M,1.5125,1.1875,0.4125,31.42542075,15.46465225,6.67630725,7.86698625,11.0
138103,F,1.325,1.0625,0.3375,22.41027975,8.83086925,5.00368675,6.917278,10.0
138104,M,1.8,1.4125,0.425,48.23667425,23.6718325,10.36174225,11.1980525,9.0
138105,F,1.5,1.1875,0.425,32.034935,15.5638755,6.5487345,8.15048125,9.0
138106,I,0.9125,0.675,0.225,5.556502,2.721552,1.020582,1.65844575,6.0
138107,M,1.5625,1.2125,0.425,34.8415355,14.33067225,7.47009325,8.50485,9.0
138108,M,1.2125,0.925,0.325,16.11669075,7.04485075,4.082328,4.53592,9.0
138109,I,0.4625,0.3375,0.0,0.86465975,0.3118445,0.1984465,0.3118445,3.0
138110,I,1.3125,0.9875,0.25,16.85377775,8.845044,3.742134,4.252425,8.0
138111,F,1.5625,1.225,0.3875,32.0065855,13.59358525,7.4559185,7.5126175,11.0
138112,M,1.3625,1.05,0.3625,24.11124975,10.61688775,4.37999775,7.2291225,10.0
138113,F,1.325,1.025,0.375,18.01610725,7.52679225,3.6003865,6.3786375,13.0
138114,M,1.25,0.9875,0.3625,21.87163925,7.10154975,4.43669675,7.087375,13.0
138115,F,1.25,0.95,0.3625,16.38193025,6.3786375,3.72795925,5.2446575,10.0
138116,I,0.875,0.6625,0.2,5.6699,2.26796,1.2757275,1.97029025,7.0
138117,F,1.775,1.2875,0.4125,45.7277435,22.77882325,9.525432,10.9145575,9.0
138118,I,0.8625,0.6375,0.2375,5.51397775,2.3530085,1.0489315,1.5592225,5.0
138119,I,0.8375,0.5875,0.225,5.1879585,2.28213475,0.94970825,1.417475,7.0
138120,F,1.625,1.2625,0.4,35.3518265,13.4660125,6.95980225,9.2135875,11.0
138121,I,1.425,1.0875,0.375,24.1821235,11.04213025,4.3941725,6.9456275,13.0
138122,I,0.8625,0.65,0.225,5.06038575,2.4097075,1.190679,1.8427175,6.0
138123,F,1.7125,1.375,0.4375,45.5576465,22.1976585,9.82310175,11.3398,10.0
138124,M,1.425,1.0875,0.3875,23.00561925,11.15552825,4.66349275,6.9456275,10.0
138125,I,1.4375,1.1,0.35,21.772416,9.39785925,4.309124,6.23689,10.0
138126,F,1.6,1.2875,0.475,43.3463855,19.0225145,10.81533425,10.489315,11.0
138127,F,1.35,1.05,0.3625,21.21960075,7.3992195,4.35164825,6.23689,10.0
138128,M,0.9625,0.75,0.25,8.674947,3.515338,1.74349425,2.6932025,7.0
138129,F,1.8125,1.4,0.475,53.08443875,25.84056925,10.149121,13.891255,11.0
138130,F,1.425,1.1125,0.375,24.36639525,11.3398,4.706017,7.654365,8.0
138131,I,1.2125,0.8875,0.3125,16.34348675,8.12213175,4.53592,3.96893,8.0
138132,I,0.6875,0.5125,0.2,3.6003865,1.54504775,0.75126175,0.9922325,6.0
138133,I,1.0,0.7875,0.25,7.1157245,3.685435,1.70097,2.26796,7.0
138134,F,1.375,1.075,0.4125,22.92057075,9.25611175,4.40834725,6.520385,9.0
138135,I,0.8375,0.6,0.225,5.1312595,2.25378525,1.00640725,1.417475,6.0
138136,I,0.7875,0.575,0.2125,3.89805625,1.2190285,0.8788345,1.13398,6.0
138137,I,1.6125,1.3125,0.425,36.61337925,16.59863225,7.654365,10.20582,12.0
138138,F,1.6625,1.2875,0.425,39.76017375,17.690088,7.66853975,11.4815475,12.0
138139,F,1.5875,1.2,0.4,32.10580875,15.09610875,6.633783,8.788345,11.0
138140,F,1.5625,1.2,0.4125,34.60056475,15.46465225,8.43397625,9.922325,10.0
138141,M,1.1875,0.95,0.3375,16.9813505,6.8889285,2.96252275,5.953395,13.0
138142,M,1.65,1.3625,0.475,43.3463855,16.726205,8.448151,12.85649825,16.0
138143,F,1.4625,1.1625,0.4625,31.62386725,14.4298955,6.13766675,9.922325,15.0
138144,I,1.0625,0.8375,0.2,10.73028575,3.458639,2.26796,2.551455,8.0
138145,I,1.35,1.0375,0.3375,17.463292,8.46232575,3.35941575,5.00368675,9.0
138146,F,1.55,1.1875,0.4125,29.937072,11.94931425,6.81805475,8.9300925,11.0
138147,F,1.2625,0.975,0.3125,17.19397175,8.51902475,3.7137845,4.9611625,8.0
138148,M,1.6125,1.25,0.4375,36.117263,16.612807,7.27164675,11.3398,10.0
138149,I,1.425,1.1125,0.375,27.499015,13.19669225,6.1518415,6.6054335,8.0
138150,I,1.075,0.8125,0.25,10.41844125,4.195726,2.891649,2.9766975,7.0
138151,M,1.5625,1.2375,0.3875,37.40716525,19.03668925,8.20718025,7.5126175,9.0
138152,F,1.1625,0.8875,0.3,15.025235,7.10154975,2.9199985,5.5281525,10.0
138153,M,1.2875,1.0375,0.425,24.84833675,8.6465975,5.03203625,6.9456275,14.0
138154,M,1.3625,1.1,0.3375,24.45144375,11.453198,5.93922025,7.7961125,9.0
138155,I,1.3125,1.0625,0.325,21.772416,9.48290775,4.37999775,5.2446575,9.0
138156,F,1.5625,1.2125,0.375,36.0322145,16.329312,8.71747125,8.788345,9.0
138157,F,1.5375,1.2375,0.3875,36.457457,16.42853525,8.00873375,9.7805775,11.0
138158,M,1.4875,1.1625,0.375,29.9654215,11.75086775,6.36446275,9.7805775,12.0
138159,M,1.65,1.25,0.4875,40.993377,18.9091165,9.015141,11.056305,10.0
138160,M,1.5375,1.1875,0.4,29.1149365,10.432616,6.08096775,9.07184,9.0
138161,F,1.55,1.2125,0.525,32.6869735,11.07047975,7.41339425,11.3398,18.0
138162,I,1.325,1.075,0.3375,21.035329,8.06543275,5.48562825,6.80388,8.0
138163,I,0.9,0.675,0.2125,6.30776375,2.26796,1.4458245,1.984465,7.0
138164,F,1.2875,0.9875,0.3125,16.839603,6.8889285,3.1467945,5.953395,10.0
138165,M,1.4625,1.125,0.325,25.1460065,11.3398,6.973977,7.5126175,10.0
138166,I,0.525,0.3625,0.1375,1.31825175,0.4819415,0.340194,0.4819415,5.0
138167,M,1.0625,0.8125,0.2875,13.267566,5.40057975,3.01922175,3.18931875,8.0
138168,M,1.35,1.05,0.4,22.92057075,9.87980075,4.9044635,6.0951425,9.0
138169,F,1.125,0.875,0.3125,13.2392165,4.706017,3.81300775,4.1106775,10.0
138170,F,1.0875,0.875,0.3125,12.71475075,5.37223025,3.10427025,3.5436875,8.0
138171,F,1.375,1.05,0.35,20.25571775,7.10154975,5.3580555,6.6621325,9.0
138172,F,1.25,0.9625,0.3,17.463292,6.8889285,4.06815325,5.953395,13.0
138173,F,1.1875,0.9375,0.3125,15.5638755,6.7188315,3.30271675,5.2446575,9.0
138174,F,1.1125,0.8875,0.2875,12.71475075,4.762716,2.6365035,3.685435,9.0
138175,F,1.55,1.2,0.475,34.246196,13.65028425,6.93145275,10.489315,14.0
138176,I,1.4375,1.0875,0.425,24.39474475,9.87980075,4.55009475,8.3631025,15.0
138177,I,0.8,0.6,0.2,4.819415,1.63009625,1.077281,1.48834875,9.0
138178,F,1.1125,0.85,0.3125,12.984071,5.71242425,2.93417325,3.685435,6.0
138179,I,1.2875,0.975,0.3125,18.6256215,8.561549,4.40834725,4.9611625,9.0
138180,F,1.275,1.025,0.3875,17.70426275,6.8889285,4.57844425,6.0951425,13.0
138181,I,1.1,0.825,0.25,11.2547515,4.4508715,2.551455,3.40194,7.0
138182,M,1.0875,0.8125,0.25,10.886208,4.309124,2.05533875,3.118445,8.0
138183,I,1.1625,0.8875,0.3125,12.984071,4.91863825,2.7499015,4.3941725,12.0
138184,M,1.4625,1.1875,0.3875,30.63163475,11.4815475,6.22271525,9.922325,11.0
138185,M,1.2625,1.0,0.35,20.1564945,7.78193775,4.4508715,5.10291,14.0
138186,F,1.2375,1.025,0.375,18.12950525,8.34892775,4.422522,5.8116475,8.0
138187,I,0.6375,0.5625,0.1375,2.438057,1.13398,0.5386405,0.7087375,4.0
138188,I,1.45,1.15,0.375,26.138239,10.6877615,5.14543425,6.6621325,9.0
138189,F,1.075,0.8125,0.3,10.41844125,4.40834725,2.50893075,3.40194,12.0
138190,M,1.4375,1.125,0.425,25.69882175,10.5176645,5.54232725,6.23689,13.0
138191,F,1.675,1.3125,0.45,41.4753185,17.10892325,9.525432,11.1980525,11.0
138192,M,1.45,1.2,0.375,24.8625115,10.13494625,5.74077375,7.5126175,10.0
138193,F,1.625,1.2875,0.475,42.297454,15.37960375,8.60407325,11.29727575,11.0
138194,I,0.975,0.7,0.2375,7.49844275,3.118445,1.9561155,2.26796,6.0
138195,M,1.3125,1.0,0.325,18.10115575,8.34892775,4.5075705,4.9611625,9.0
138196,F,1.275,0.9875,0.325,15.20950675,7.10154975,3.798833,4.63514325,8.0
138197,I,1.3,1.05,0.3125,15.49300175,6.08096775,3.50116325,4.9611625,11.0
138198,M,1.325,1.025,0.325,20.468339,8.3631025,4.5642695,6.6621325,11.0
138199,M,1.7125,1.3375,0.4625,44.22522,19.220961,8.9300925,10.9145575,11.0
138200,I,0.7,0.475,0.175,3.30271675,1.54504775,0.43941725,0.850485,5.0
138201,I,1.175,0.8875,0.325,15.49300175,6.4920355,2.948348,4.6776675,8.0
138202,I,0.8375,0.65,0.2375,4.97533725,1.984465,1.06310625,1.984465,9.0
138203,I,0.7,0.5375,0.1625,2.721552,1.020582,0.52446575,0.9922325,6.0
